# CFG: CANIF_CHANNEL_CNT=2 ; CANIF_PUBLIC_DEV_ERROR_DETECT=STD_ON ; CANIF_PUBLIC_PN_SUPPORT=STD_OFF ; CANIF_PUBLIC_TX_BUFFERING=STD_OFF
# TARGET: Std_ReturnType CanIf_SetPduMode(uint8 ControllerId ; CanIf_PduSetModeType PduModeRequest) @ CanIf.c L1342
# 列语义: (设定)=脚本枚举 ; (期待)/(记录)=执行后回填(M2.5 host / WinAMS)

# B01 | if | 来自宏 VALIDATE_RV | ( TRUE == CanIf_Global . initRun ) | [CanIf_Global.initRun:int == 1]
% True
% False
# B02 | if | 来自宏 VALIDATE_RV | ( ControllerId < CANIF_CHANNEL_CNT ) | [ControllerId:int < 2]
% True
% False
# B03 | switch | PduModeRequest
% case CANIF_SET_OFFLINE(0)
% case CANIF_SET_ONLINE(5)
% case CANIF_SET_RX_OFFLINE(1)
% case CANIF_SET_RX_ONLINE(2)
% case CANIF_SET_TX_OFFLINE(3)
% case CANIF_SET_TX_OFFLINE_ACTIVE(6)
% case CANIF_SET_TX_ONLINE(4)
% default(其他值)
# B04 | if | CANIF_GET_ONLINE == currMode | [currMode:int == 3(CANIF_GET_ONLINE)]
% True
% False
# B05 | if | elseif链1 | CANIF_GET_RX_ONLINE == currMode | [currMode:int == 1(CANIF_GET_RX_ONLINE)]
% True
% False
# B06 | if | elseif链2 | CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE == currMode | [currMode:int == 5(CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE)]
% True
% False
# B07 | if | CANIF_GET_TX_ONLINE == currMode | [currMode:int == 2(CANIF_GET_TX_ONLINE)]
% True
% False
# B08 | if | elseif链1 | CANIF_GET_OFFLINE == currMode | [currMode:int == 0(CANIF_GET_OFFLINE)]
% True
% False
# B09 | if | elseif链2 | CANIF_GET_OFFLINE_ACTIVE == currMode | [currMode:int == 4(CANIF_GET_OFFLINE_ACTIVE)]
% True
% False
# B10 | if | ( CANIF_GET_ONLINE == currMode ) || ( CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE == currMode ) | [currMode:int == 3(CANIF_GET_ONLINE)] | [currMode:int == 5(CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE)]
% T F
% F T
% F F
# B11 | if | elseif链1 | ( CANIF_GET_TX_ONLINE == currMode ) || ( CANIF_GET_OFFLINE_ACTIVE == currMode ) | [currMode:int == 2(CANIF_GET_TX_ONLINE)] | [currMode:int == 4(CANIF_GET_OFFLINE_ACTIVE)]
% T F
% F T
% F F
# B12 | if | CANIF_GET_OFFLINE == currMode || CANIF_GET_TX_ONLINE == currMode | [currMode:int == 0(CANIF_GET_OFFLINE)] | [currMode:int == 2(CANIF_GET_TX_ONLINE)]
% T F
% F T
% F F
# B13 | if | elseif链1 | ( CANIF_GET_ONLINE == currMode ) || ( CANIF_GET_RX_ONLINE == currMode ) | [currMode:int == 3(CANIF_GET_ONLINE)] | [currMode:int == 1(CANIF_GET_RX_ONLINE)]
% T F
% F T
% F F
# B14 | if | CANIF_GET_OFFLINE == currMode | [currMode:int == 0(CANIF_GET_OFFLINE)]
% True
% False
# B15 | if | elseif链1 | ( CANIF_GET_RX_ONLINE == currMode ) || ( CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE == currMode ) | [currMode:int == 1(CANIF_GET_RX_ONLINE)] | [currMode:int == 5(CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE)]
% T F
% F T
% F F
# B16 | if | elseif链2 | CANIF_GET_OFFLINE_ACTIVE == currMode | [currMode:int == 4(CANIF_GET_OFFLINE_ACTIVE)]
% True
% False
case_id,callcnt00(期待),ARG00_ModuleId(记录),ARG00_InstanceId(记录),ARG00_ApiId(记录),ARG00_ErrorId(记录),ControllerId(设定),PduModeRequest(设定),ret(期待),initRun(设定),currMode(设定),PduMode_after(期待)
U240,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,1(TRUE),5,?
U241,?,?,?,?,?,2,4(SET_TX_ONLINE),?,0(FALSE),0,?
U242,?,?,?,?,?,2,4(SET_TX_ONLINE),?,0(FALSE),1,?
U243,?,?,?,?,?,2,4(SET_TX_ONLINE),?,0(FALSE),2,?
U244,?,?,?,?,?,2,4(SET_TX_ONLINE),?,0(FALSE),3,?
U245,?,?,?,?,?,2,4(SET_TX_ONLINE),?,0(FALSE),4,?
U246,?,?,?,?,?,2,4(SET_TX_ONLINE),?,0(FALSE),5,?
U247,?,?,?,?,?,2,4(SET_TX_ONLINE),?,1(TRUE),0,?
U248,?,?,?,?,?,2,4(SET_TX_ONLINE),?,1(TRUE),1,?
U249,?,?,?,?,?,2,4(SET_TX_ONLINE),?,1(TRUE),2,?
U250,?,?,?,?,?,2,4(SET_TX_ONLINE),?,1(TRUE),3,?
U251,?,?,?,?,?,2,4(SET_TX_ONLINE),?,1(TRUE),4,?
U252,?,?,?,?,?,2,4(SET_TX_ONLINE),?,1(TRUE),5,?
U253,?,?,?,?,?,2,5(SET_ONLINE),?,0(FALSE),0,?
U254,?,?,?,?,?,2,5(SET_ONLINE),?,0(FALSE),1,?
U255,?,?,?,?,?,2,5(SET_ONLINE),?,0(FALSE),2,?
U256,?,?,?,?,?,2,5(SET_ONLINE),?,0(FALSE),3,?
U257,?,?,?,?,?,2,5(SET_ONLINE),?,0(FALSE),4,?
U258,?,?,?,?,?,2,5(SET_ONLINE),?,0(FALSE),5,?
U259,?,?,?,?,?,2,5(SET_ONLINE),?,1(TRUE),0,?
U260,?,?,?,?,?,2,5(SET_ONLINE),?,1(TRUE),1,?
U261,?,?,?,?,?,2,5(SET_ONLINE),?,1(TRUE),2,?
U262,?,?,?,?,?,2,5(SET_ONLINE),?,1(TRUE),3,?
U263,?,?,?,?,?,2,5(SET_ONLINE),?,1(TRUE),4,?
U264,?,?,?,?,?,2,5(SET_ONLINE),?,1(TRUE),5,?
U265,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),0,?
U266,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),1,?
U267,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),2,?
U268,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),3,?
U269,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),4,?
U270,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),5,?
U271,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),0,?
U272,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),1,?
U273,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),2,?
U274,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),3,?
U275,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),4,?
U276,?,?,?,?,?,2,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),5,?
U277,?,?,?,?,?,2,7(非法值=max6+1),?,0(FALSE),0,?
U278,?,?,?,?,?,2,7(非法值=max6+1),?,0(FALSE),1,?
U279,?,?,?,?,?,2,7(非法值=max6+1),?,0(FALSE),2,?
U280,?,?,?,?,?,2,7(非法值=max6+1),?,0(FALSE),3,?
U281,?,?,?,?,?,2,7(非法值=max6+1),?,0(FALSE),4,?
U282,?,?,?,?,?,2,7(非法值=max6+1),?,0(FALSE),5,?
U283,?,?,?,?,?,2,7(非法值=max6+1),?,1(TRUE),0,?
U284,?,?,?,?,?,2,7(非法值=max6+1),?,1(TRUE),1,?
U285,?,?,?,?,?,2,7(非法值=max6+1),?,1(TRUE),2,?
U286,?,?,?,?,?,2,7(非法值=max6+1),?,1(TRUE),3,?
U287,?,?,?,?,?,2,7(非法值=max6+1),?,1(TRUE),4,?
U288,?,?,?,?,?,2,7(非法值=max6+1),?,1(TRUE),5,?
U289,?,?,?,?,?,3,0(SET_OFFLINE),?,0(FALSE),0,?
U290,?,?,?,?,?,3,0(SET_OFFLINE),?,0(FALSE),1,?
U291,?,?,?,?,?,3,0(SET_OFFLINE),?,0(FALSE),2,?
U292,?,?,?,?,?,3,0(SET_OFFLINE),?,0(FALSE),3,?
U293,?,?,?,?,?,3,0(SET_OFFLINE),?,0(FALSE),4,?
U294,?,?,?,?,?,3,0(SET_OFFLINE),?,0(FALSE),5,?
U295,?,?,?,?,?,3,0(SET_OFFLINE),?,1(TRUE),0,?
U296,?,?,?,?,?,3,0(SET_OFFLINE),?,1(TRUE),1,?
U297,?,?,?,?,?,3,0(SET_OFFLINE),?,1(TRUE),2,?
U298,?,?,?,?,?,3,0(SET_OFFLINE),?,1(TRUE),3,?
U299,?,?,?,?,?,3,0(SET_OFFLINE),?,1(TRUE),4,?
U300,?,?,?,?,?,3,0(SET_OFFLINE),?,1(TRUE),5,?
U301,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,0(FALSE),0,?
U302,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,0(FALSE),1,?
U303,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,0(FALSE),2,?
U304,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,0(FALSE),3,?
U305,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,0(FALSE),4,?
U306,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,0(FALSE),5,?
U307,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,1(TRUE),0,?
U308,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,1(TRUE),1,?
U309,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,1(TRUE),2,?
U310,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,1(TRUE),3,?
U311,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,1(TRUE),4,?
U312,?,?,?,?,?,3,1(SET_RX_OFFLINE),?,1(TRUE),5,?
U313,?,?,?,?,?,3,2(SET_RX_ONLINE),?,0(FALSE),0,?
U314,?,?,?,?,?,3,2(SET_RX_ONLINE),?,0(FALSE),1,?
U315,?,?,?,?,?,3,2(SET_RX_ONLINE),?,0(FALSE),2,?
U316,?,?,?,?,?,3,2(SET_RX_ONLINE),?,0(FALSE),3,?
U317,?,?,?,?,?,3,2(SET_RX_ONLINE),?,0(FALSE),4,?
U318,?,?,?,?,?,3,2(SET_RX_ONLINE),?,0(FALSE),5,?
U319,?,?,?,?,?,3,2(SET_RX_ONLINE),?,1(TRUE),0,?
U320,?,?,?,?,?,3,2(SET_RX_ONLINE),?,1(TRUE),1,?
U321,?,?,?,?,?,3,2(SET_RX_ONLINE),?,1(TRUE),2,?
U322,?,?,?,?,?,3,2(SET_RX_ONLINE),?,1(TRUE),3,?
U323,?,?,?,?,?,3,2(SET_RX_ONLINE),?,1(TRUE),4,?
U324,?,?,?,?,?,3,2(SET_RX_ONLINE),?,1(TRUE),5,?
U325,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,0(FALSE),0,?
U326,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,0(FALSE),1,?
U327,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,0(FALSE),2,?
U328,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,0(FALSE),3,?
U329,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,0(FALSE),4,?
U330,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,0(FALSE),5,?
U331,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,1(TRUE),0,?
U332,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,1(TRUE),1,?
U333,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,1(TRUE),2,?
U334,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,1(TRUE),3,?
U335,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,1(TRUE),4,?
U336,?,?,?,?,?,3,3(SET_TX_OFFLINE),?,1(TRUE),5,?
U337,?,?,?,?,?,3,4(SET_TX_ONLINE),?,0(FALSE),0,?
U338,?,?,?,?,?,3,4(SET_TX_ONLINE),?,0(FALSE),1,?
U339,?,?,?,?,?,3,4(SET_TX_ONLINE),?,0(FALSE),2,?
U340,?,?,?,?,?,3,4(SET_TX_ONLINE),?,0(FALSE),3,?
U341,?,?,?,?,?,3,4(SET_TX_ONLINE),?,0(FALSE),4,?
U342,?,?,?,?,?,3,4(SET_TX_ONLINE),?,0(FALSE),5,?
U343,?,?,?,?,?,3,4(SET_TX_ONLINE),?,1(TRUE),0,?
U344,?,?,?,?,?,3,4(SET_TX_ONLINE),?,1(TRUE),1,?
U345,?,?,?,?,?,3,4(SET_TX_ONLINE),?,1(TRUE),2,?
U346,?,?,?,?,?,3,4(SET_TX_ONLINE),?,1(TRUE),3,?
U347,?,?,?,?,?,3,4(SET_TX_ONLINE),?,1(TRUE),4,?
U348,?,?,?,?,?,3,4(SET_TX_ONLINE),?,1(TRUE),5,?
U349,?,?,?,?,?,3,5(SET_ONLINE),?,0(FALSE),0,?
U350,?,?,?,?,?,3,5(SET_ONLINE),?,0(FALSE),1,?
U351,?,?,?,?,?,3,5(SET_ONLINE),?,0(FALSE),2,?
U352,?,?,?,?,?,3,5(SET_ONLINE),?,0(FALSE),3,?
U353,?,?,?,?,?,3,5(SET_ONLINE),?,0(FALSE),4,?
U354,?,?,?,?,?,3,5(SET_ONLINE),?,0(FALSE),5,?
U355,?,?,?,?,?,3,5(SET_ONLINE),?,1(TRUE),0,?
U356,?,?,?,?,?,3,5(SET_ONLINE),?,1(TRUE),1,?
U357,?,?,?,?,?,3,5(SET_ONLINE),?,1(TRUE),2,?
U358,?,?,?,?,?,3,5(SET_ONLINE),?,1(TRUE),3,?
U359,?,?,?,?,?,3,5(SET_ONLINE),?,1(TRUE),4,?
U360,?,?,?,?,?,3,5(SET_ONLINE),?,1(TRUE),5,?
U361,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),0,?
U362,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),1,?
U363,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),2,?
U364,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),3,?
U365,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),4,?
U366,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),5,?
U367,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),0,?
U368,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),1,?
U369,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),2,?
U370,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),3,?
U371,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),4,?
U372,?,?,?,?,?,3,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),5,?
U373,?,?,?,?,?,3,7(非法值=max6+1),?,0(FALSE),0,?
U374,?,?,?,?,?,3,7(非法值=max6+1),?,0(FALSE),1,?
U375,?,?,?,?,?,3,7(非法值=max6+1),?,0(FALSE),2,?
U376,?,?,?,?,?,3,7(非法值=max6+1),?,0(FALSE),3,?
U377,?,?,?,?,?,3,7(非法值=max6+1),?,0(FALSE),4,?
U378,?,?,?,?,?,3,7(非法值=max6+1),?,0(FALSE),5,?
U379,?,?,?,?,?,3,7(非法值=max6+1),?,1(TRUE),0,?
U380,?,?,?,?,?,3,7(非法值=max6+1),?,1(TRUE),1,?
U381,?,?,?,?,?,3,7(非法值=max6+1),?,1(TRUE),2,?
U382,?,?,?,?,?,3,7(非法值=max6+1),?,1(TRUE),3,?
U383,?,?,?,?,?,3,7(非法值=max6+1),?,1(TRUE),4,?
U384,?,?,?,?,?,3,7(非法值=max6+1),?,1(TRUE),5,?
U385,?,?,?,?,?,255,0(SET_OFFLINE),?,0(FALSE),0,?
U386,?,?,?,?,?,255,0(SET_OFFLINE),?,0(FALSE),1,?
U387,?,?,?,?,?,255,0(SET_OFFLINE),?,0(FALSE),2,?
U388,?,?,?,?,?,255,0(SET_OFFLINE),?,0(FALSE),3,?
U389,?,?,?,?,?,255,0(SET_OFFLINE),?,0(FALSE),4,?
U390,?,?,?,?,?,255,0(SET_OFFLINE),?,0(FALSE),5,?
U391,?,?,?,?,?,255,0(SET_OFFLINE),?,1(TRUE),0,?
U392,?,?,?,?,?,255,0(SET_OFFLINE),?,1(TRUE),1,?
U393,?,?,?,?,?,255,0(SET_OFFLINE),?,1(TRUE),2,?
U394,?,?,?,?,?,255,0(SET_OFFLINE),?,1(TRUE),3,?
U395,?,?,?,?,?,255,0(SET_OFFLINE),?,1(TRUE),4,?
U396,?,?,?,?,?,255,0(SET_OFFLINE),?,1(TRUE),5,?
U397,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,0(FALSE),0,?
U398,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,0(FALSE),1,?
U399,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,0(FALSE),2,?
U400,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,0(FALSE),3,?
U401,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,0(FALSE),4,?
U402,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,0(FALSE),5,?
U403,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,1(TRUE),0,?
U404,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,1(TRUE),1,?
U405,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,1(TRUE),2,?
U406,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,1(TRUE),3,?
U407,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,1(TRUE),4,?
U408,?,?,?,?,?,255,1(SET_RX_OFFLINE),?,1(TRUE),5,?
U409,?,?,?,?,?,255,2(SET_RX_ONLINE),?,0(FALSE),0,?
U410,?,?,?,?,?,255,2(SET_RX_ONLINE),?,0(FALSE),1,?
U411,?,?,?,?,?,255,2(SET_RX_ONLINE),?,0(FALSE),2,?
U412,?,?,?,?,?,255,2(SET_RX_ONLINE),?,0(FALSE),3,?
U413,?,?,?,?,?,255,2(SET_RX_ONLINE),?,0(FALSE),4,?
U414,?,?,?,?,?,255,2(SET_RX_ONLINE),?,0(FALSE),5,?
U415,?,?,?,?,?,255,2(SET_RX_ONLINE),?,1(TRUE),0,?
U416,?,?,?,?,?,255,2(SET_RX_ONLINE),?,1(TRUE),1,?
U417,?,?,?,?,?,255,2(SET_RX_ONLINE),?,1(TRUE),2,?
U418,?,?,?,?,?,255,2(SET_RX_ONLINE),?,1(TRUE),3,?
U419,?,?,?,?,?,255,2(SET_RX_ONLINE),?,1(TRUE),4,?
U420,?,?,?,?,?,255,2(SET_RX_ONLINE),?,1(TRUE),5,?
U421,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,0(FALSE),0,?
U422,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,0(FALSE),1,?
U423,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,0(FALSE),2,?
U424,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,0(FALSE),3,?
U425,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,0(FALSE),4,?
U426,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,0(FALSE),5,?
U427,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,1(TRUE),0,?
U428,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,1(TRUE),1,?
U429,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,1(TRUE),2,?
U430,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,1(TRUE),3,?
U431,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,1(TRUE),4,?
U432,?,?,?,?,?,255,3(SET_TX_OFFLINE),?,1(TRUE),5,?
U433,?,?,?,?,?,255,4(SET_TX_ONLINE),?,0(FALSE),0,?
U434,?,?,?,?,?,255,4(SET_TX_ONLINE),?,0(FALSE),1,?
U435,?,?,?,?,?,255,4(SET_TX_ONLINE),?,0(FALSE),2,?
U436,?,?,?,?,?,255,4(SET_TX_ONLINE),?,0(FALSE),3,?
U437,?,?,?,?,?,255,4(SET_TX_ONLINE),?,0(FALSE),4,?
U438,?,?,?,?,?,255,4(SET_TX_ONLINE),?,0(FALSE),5,?
U439,?,?,?,?,?,255,4(SET_TX_ONLINE),?,1(TRUE),0,?
U440,?,?,?,?,?,255,4(SET_TX_ONLINE),?,1(TRUE),1,?
U441,?,?,?,?,?,255,4(SET_TX_ONLINE),?,1(TRUE),2,?
U442,?,?,?,?,?,255,4(SET_TX_ONLINE),?,1(TRUE),3,?
U443,?,?,?,?,?,255,4(SET_TX_ONLINE),?,1(TRUE),4,?
U444,?,?,?,?,?,255,4(SET_TX_ONLINE),?,1(TRUE),5,?
U445,?,?,?,?,?,255,5(SET_ONLINE),?,0(FALSE),0,?
U446,?,?,?,?,?,255,5(SET_ONLINE),?,0(FALSE),1,?
U447,?,?,?,?,?,255,5(SET_ONLINE),?,0(FALSE),2,?
U448,?,?,?,?,?,255,5(SET_ONLINE),?,0(FALSE),3,?
U449,?,?,?,?,?,255,5(SET_ONLINE),?,0(FALSE),4,?
U450,?,?,?,?,?,255,5(SET_ONLINE),?,0(FALSE),5,?
U451,?,?,?,?,?,255,5(SET_ONLINE),?,1(TRUE),0,?
U452,?,?,?,?,?,255,5(SET_ONLINE),?,1(TRUE),1,?
U453,?,?,?,?,?,255,5(SET_ONLINE),?,1(TRUE),2,?
U454,?,?,?,?,?,255,5(SET_ONLINE),?,1(TRUE),3,?
U455,?,?,?,?,?,255,5(SET_ONLINE),?,1(TRUE),4,?
U456,?,?,?,?,?,255,5(SET_ONLINE),?,1(TRUE),5,?
U457,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),0,?
U458,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),1,?
U459,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),2,?
U460,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),3,?
U461,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),4,?
U462,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),5,?
U463,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),0,?
U464,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),1,?
U465,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),2,?
U466,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),3,?
U467,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),4,?
U468,?,?,?,?,?,255,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),5,?
U469,?,?,?,?,?,255,7(非法值=max6+1),?,0(FALSE),0,?
U470,?,?,?,?,?,255,7(非法值=max6+1),?,0(FALSE),1,?
U471,?,?,?,?,?,255,7(非法值=max6+1),?,0(FALSE),2,?
U472,?,?,?,?,?,255,7(非法值=max6+1),?,0(FALSE),3,?
U473,?,?,?,?,?,255,7(非法值=max6+1),?,0(FALSE),4,?
U474,?,?,?,?,?,255,7(非法值=max6+1),?,0(FALSE),5,?
U475,?,?,?,?,?,255,7(非法值=max6+1),?,1(TRUE),0,?
U476,?,?,?,?,?,255,7(非法值=max6+1),?,1(TRUE),1,?
U477,?,?,?,?,?,255,7(非法值=max6+1),?,1(TRUE),2,?
U478,?,?,?,?,?,255,7(非法值=max6+1),?,1(TRUE),3,?
U479,?,?,?,?,?,255,7(非法值=max6+1),?,1(TRUE),4,?
U480,?,?,?,?,?,255,7(非法值=max6+1),?,1(TRUE),5,?
# 边界五点覆盖(按值域): ControllerId:{0,1,2,3,255} ; PduModeRequest:{0,1,2,3,4,5,6,7} ; initRun:{0,1} ; currMode:{0,1,2,3,4,5}
# 组合行规则: || 不列 T T 行 ; && 不列 F F 行 (规格 §4.2)
